"T_s","dp_Pa","T_K","p_inj_Pa","p_out_Pa"
0.0,265674.9849374816,353.15,2.3953520346318766e7,2.3687845361381285e7
4.18265669123876e6,265674.9849374816,353.1499999993067,2.3953520346318766e7,2.3687845361381285e7
8.36531338247752e6,273035.1903206967,353.149999998695,2.3960833886517048e7,2.368779869619635e7
1.254797007371628e7,275831.90193895623,353.15000000063003,2.3963579036094923e7,2.3687747134155966e7
1.673062676495504e7,277289.1452134326,353.15000000083336,2.3964980926487025e7,2.3687691781273592e7
2.09132834561938e7,278287.1589826122,353.1500000043346,2.396592089480432e7,2.368763373582171e7
2.509594014743256e7,279074.96612974256,353.1500000014909,2.3966649024661943e7,2.36875740585322e7
2.927859683867132e7,279737.4714273475,353.15000000116873,2.3967250835838445e7,2.3687513364411097e7
3.346125352991008e7,280312.1783451736,353.14999999838807,2.3967764147545386e7,2.3687451969200213e7
3.764391022114883e7,280820.16935992613,353.14999999488464,2.3968210217796233e7,2.3687390048436306e7
4.18265669123876e7,281275.3389011994,353.150000002187,2.3968603046386953e7,2.3687327707485754e7
4.6009223603626356e7,281687.66777982935,353.14999999953335,2.3968952680398975e7,2.3687265012619145e7
5.019188029486512e7,282064.65808207914,353.1499999976687,2.396926666299403e7,2.368720200491195e7
5.437453698610388e7,282412.09831420705,353.149999995717,2.3969550808234166e7,2.368713870991996e7
5.855719367734264e7,282734.53610881045,353.1500000002708,2.3969809679001786e7,2.3687075142892975e7
6.27398503685814e7,283035.5959750414,353.1500000003733,2.3970046908328507e7,2.3687011312353466e7
6.692250705982016e7,283318.1983765662,353.15000000583314,2.3970265422123108e7,2.3686947223746542e7
7.110516375105892e7,283584.7183125764,353.1500000007457,2.3970467599818267e7,2.368688288150569e7
7.528782044229767e7,283837.1239553839,353.1500000015122,2.3970655412505656e7,2.3686818288550273e7
7.947047713353644e7,284077.05646574125,353.1500000040447,2.3970830501868982e7,2.368675344540324e7
8.36531338247752e7,284305.8968565725,353.1500000001363,2.3970994249545682e7,2.368668835268911e7
8.783579051601395e7,284524.81790626794,353.1499999973003,2.3971147828183506e7,2.3686623010277238e7
9.201844720725271e7,284734.8229250349,353.1499999974176,2.397129224170901e7,2.3686557418783974e7
9.620110389849149e7,284936.77714911103,353.1500000010804,2.3971428355394933e7,2.3686491578245822e7
1.0038376058973023e8,285131.4311976321,353.1500000064671,2.397155692039953e7,2.36864254892019e7
1.04566417280969e8,285319.44067138806,353.1499999988101,2.3971678592866197e7,2.368635915219481e7
1.0874907397220775e8,285501.3811918907,353.149999999746,2.397179394894777e7,2.3686292567755878e7
1.1293173066344653e8,285677.7602985911,353.1499999970877,2.397190349730548e7,2.3686225737006888e7
1.1711438735468528e8,285849.0280531682,353.14999999987697,2.3972007688856132e7,2.3686158660802964e7
1.2129704404592404e8,286015.58531429246,353.1499999941973,2.3972106925442092e7,2.36860913401278e7
1.3342674845051643e8,286460.63510937616,353.14999999223926,2.3972354446319643e7,2.3685893811210267e7
1.6665159095005217e8,287503.0095574744,353.1499999803832,2.3972854616236977e7,2.3685351606679503e7
1.9987643344958788e8,288454.2017839141,353.14999974957146,2.397325133218336e7,2.3684797130399447e7
2.331012759491236e8,289340.27825357765,353.1499982221318,2.3973565976862174e7,2.3684225698608596e7
2.6632611844865933e8,290179.44942174107,353.14999097045666,2.39738178092662e7,2.3683638359844457e7
2.9955096094819504e8,290984.8826024756,353.14996400312066,2.3974020574625116e7,2.368303569202264e7
3.327758034477307e8,291766.3032067381,353.14988016129325,2.397418432240132e7,2.368241801919458e7
3.660006459472665e8,292531.0666746497,353.14965398577783,2.397431656709623e7,2.368178550042158e7
3.9922548844680214e8,293284.940014109,353.14911064286815,2.3974423079970364e7,2.3681138139956255e7
4.324503309463379e8,294032.614153672,353.1479263094355,2.397450838723438e7,2.3680475773080707e7
4.656751734458736e8,294778.0955971107,353.1455505895532,2.3974576116098814e7,2.3679798020501703e7
4.9890001594540936e8,295525.0069752075,353.1411167795489,2.397462923586035e7,2.3679104228885144e7
5.321248584449451e8,296276.82619702816,353.13334996894866,2.397467023451003e7,2.3678393408313002e7
5.653497009444808e8,297037.062158972,353.1204877423711,2.3974701241830077e7,2.3677664179671105e7
5.985745434440165e8,297809.37800198793,353.10022916861135,2.3974724121437836e7,2.367691474343585e7
6.317993859435523e8,298597.6550869532,353.069726369525,2.3974740535524875e7,2.367614288043792e7
6.650242284430879e8,299406.00302600116,353.02562784826705,2.3974751988544535e7,2.3675345985518534e7
6.982490709426236e8,300238.71892699227,352.9641752639949,2.3974759853123624e7,2.367452113419663e7
7.314739134421593e8,301100.2094250135,352.88134755975926,2.3974765387192704e7,2.367366517776769e7
7.646987559416951e8,301994.8827160038,352.7730386334033,2.397476972992078e7,2.3672774847204775e7
7.979235984412307e8,302927.040500056,352.6352501536858,2.3974773912028696e7,2.367184687152864e7
8.311484409407665e8,303900.7553820312,352.46427952162423,2.3974778835335694e7,2.3670878079953663e7
8.643732834403023e8,304919.78683179244,352.2568846824681,2.397478528185834e7,2.3669865495026547e7
8.975981259398379e8,305987.48877160624,352.0104118856169,2.397479390205039e7,2.3668806413278785e7
