"T_s","dp_Pa","T_K","p_inj_Pa","p_out_Pa"
0.0,8.90395449912922e6,353.15,2.756131371632038e7,1.865735921719116e7
1.6054641845158876e6,8.90395449912922e6,353.1500000000458,2.756131371632038e7,1.865735921719116e7
3.2109283690317753e6,9.135218789130721e6,353.1499999998088,2.7790844486031335e7,1.8655625696900614e7
4.816392553547663e6,9.219663315520823e6,353.1500000001527,2.7873413900632344e7,1.865375058511152e7
6.421856738063551e6,9.262924332014289e6,353.14999999992506,2.791472635853783e7,1.865180202652354e7
8.0273209225794375e6,9.292658586054236e6,353.1500000001842,2.794244961041642e7,1.8649791024362184e7
9.632785107095325e6,9.316357305399086e6,353.15000000020615,2.7964092994296536e7,1.864773568889745e7
1.1238249291611213e7,9.33645047832727e6,353.15000000003613,2.798209855964878e7,1.8645648081321508e7
1.2843713476127101e7,9.353978983660847e6,353.1500000000795,2.799751476345113e7,1.8643535779790282e7
1.4449177660642987e7,9.3695221028544e6,353.1500000000441,2.8010926147669625e7,1.8641404044815224e7
1.6054641845158875e7,9.383477975960672e6,353.1500000000256,2.8022734145188022e7,1.863925616922735e7
1.766010602967476e7,9.396138508847352e6,353.1499999999024,2.8033232738147013e7,1.863709422929966e7
1.926557021419065e7,9.407726468111798e6,353.149999999799,2.804264601734659e7,1.8634919549234793e7
2.087103439870654e7,9.418415605113592e6,353.14999999978954,2.805114857843299e7,1.8632732973319396e7
2.2476498583222426e7,9.428343477917645e6,353.149999999858,2.8058878516578536e7,1.863053503866089e7
2.4081962767738312e7,9.437620097480234e6,353.1499999999261,2.80659462310589e7,1.8628326133578666e7
2.5687426952254202e7,9.44633426022457e6,353.1499999998242,2.807244085211705e7,1.862610659189248e7
2.729289113677009e7,9.454559053116985e6,353.14999999979085,2.807843569453024e7,1.8623876641413257e7
2.8898355321285974e7,9.462354951273292e6,353.14999999967074,2.8083991367906008e7,1.8621636416632716e7
3.0503819505801864e7,9.469772472537886e6,353.14999999993375,2.8089158492546685e7,1.86193860200088e7
3.210928369031775e7,9.47685418698223e6,353.1499999996863,2.8093979722467065e7,1.8617125535484836e7
3.3714747874833636e7,9.483636257386163e6,353.14999999995274,2.809849129407579e7,1.8614855036689628e7
3.532021205934952e7,9.490149631924387e6,353.14999999994683,2.8102724223111976e7,1.861257459118759e7
3.6925676243865415e7,9.496420976189941e6,353.1499999998822,2.8106705240172658e7,1.8610284263982717e7
3.85311404283813e7,9.502473410580419e6,353.14999999996144,2.8110457528045412e7,1.8607984117464993e7
4.013660461289719e7,9.508327069800057e6,353.1499999999918,2.811400129356341e7,1.8605674223763354e7
4.174206879741308e7,9.513999606693141e6,353.14999999983394,2.8117354253320463e7,1.860335464662732e7
4.334753298192897e7,9.519506580297396e6,353.1500000000211,2.8120532025461502e7,1.8601025445164107e7
4.495299716644485e7,9.524861758792821e6,353.14999999988345,2.8123548436618198e7,1.8598686677825376e7
4.655846135096074e7,9.530077379031595e6,353.1499999999721,2.81264157790593e7,1.8596338400027703e7
5.121430748605681e7,9.544079051108226e6,353.149999999913,2.8133527598328885e7,1.858944854722066e7
6.396727733436345e7,9.577249071075339e6,353.149999999771,2.814771003901181e7,1.857046096793647e7
7.67202471826701e7,9.607830517626002e6,353.1499999983355,2.8158805495915506e7,1.8550974978289504e7
8.947321703097673e7,9.636607439063232e6,353.14999998405085,2.816746182858245e7,1.853085438951922e7
1.0222618687928337e8,9.664123823708177e6,353.1499999041223,2.8174258387597732e7,1.8510134563889556e7
1.1497915672759001e8,9.690770792721968e6,353.14999955165524,2.8179608287294056e7,1.8488837494572088e7
1.2773212657589667e8,9.716834584362347e6,353.14999825626734,2.818381340578478e7,1.846697882142243e7
1.404850964242033e8,9.742529547708817e6,353.1499941408316,2.8187100500517923e7,1.8444570952809107e7
1.5323806627250993e8,9.768018573826943e6,353.14998253387597,2.818964349253261e7,1.842162491870567e7
1.6599103612081656e8,9.793427356365904e6,353.1499529143235,2.8191578495040778e7,1.8398151138674874e7
1.7874400596912318e8,9.818854077767693e6,353.1498835411447,2.819301383823435e7,1.8374159760466658e7
1.9149697581742984e8,9.844376428700466e6,353.14973274717926,2.819403710999186e7,1.8349660681291394e7
2.042499456657365e8,9.870056819504533e6,353.1494258370589,2.8194720107416302e7,1.832466328791177e7
2.1700291551404312e8,9.895946192800235e6,353.1488367039095,2.819512224722119e7,1.8299176054420955e7
2.2975588536234975e8,9.922087605328307e6,353.14776369050014,2.819529353383654e7,1.8273205928508233e7
2.425088552106564e8,9.948518740321998e6,353.1458999558988,2.8195276228969514e7,1.8246757488647517e7
2.5526182505896306e8,9.975274560338557e6,353.14279948180996,2.8195106597105443e7,1.8219832036766887e7
2.680147949072697e8,1.0002389265646446e7,353.1378408786351,2.81948160491104e7,1.8192426783463955e7
2.807677647555763e8,1.0029898478982508e7,353.13019207740854,2.819443216412297e7,1.816453368514046e7
2.9352073460388297e8,1.0057840462118905e7,353.11877964266415,2.819397944257263e7,1.8136138980453726e7
3.0627370445218956e8,1.0086257590151902e7,353.10226668863606,2.8193479849543672e7,1.810722225939177e7
3.190266743004962e8,1.0115197049821034e7,353.07904308580225,2.8192953503245324e7,1.807775645342429e7
3.317796441488028e8,1.0144710997891221e7,353.04723079395325,2.8192418849911273e7,1.804770785202005e7
