"T_s","dp_Pa","T_K","p_inj_Pa","p_out_Pa"
0.0,1.4838646582102664e6,353.15,2.445439074617366e7,2.2970526087963395e7
4.816392553547663e6,1.4838646582102664e6,353.14999999818144,2.445439074617366e7,2.2970526087963395e7
9.632785107095325e6,1.5224092858206443e6,353.15000000075355,2.4492646498663243e7,2.29702372128426e7
1.4449177660642989e7,1.5365128116930872e6,353.1499999997149,2.450643775573169e7,2.2969924944038603e7
1.926557021419065e7,1.5437433081580177e6,353.1500000008245,2.4513343824332394e7,2.2969600516174376e7
2.4081962767738312e7,1.5487100944064818e6,353.14999999944735,2.45179757530051e7,2.2969265658598617e7
2.8898355321285978e7,1.5526655202632137e6,353.1500000001937,2.4521588866925575e7,2.296892334666236e7
3.371474787483364e7,1.5560170977312364e6,353.149999998962,2.452459268883252e7,2.2968575591101285e7
3.85311404283813e7,1.5589397379913107e6,353.1499999983497,2.452716340435964e7,2.2968223666368328e7
4.334753298192897e7,1.5615306516902857e6,353.1499999990541,2.4529399123182856e7,2.296786847149257e7
4.8163925535476625e7,1.5638566779329032e6,353.14999999994683,2.4531367246024717e7,2.2967510568091813e7
5.298031808902429e7,1.565966720312208e6,353.14999999984167,2.4533117029279314e7,2.2967150308967106e7
5.7796710642571956e7,1.5678980258819237e6,353.1500000007967,2.453468594626402e7,2.2966787920382097e7
6.261310319611962e7,1.569679597194627e6,353.15000000158346,2.4536103143664807e7,2.296642354647018e7
6.742949574966729e7,1.5713343648865633e6,353.1500000004329,2.453739164355555e7,2.296605727866899e7
7.224588830321494e7,1.5728806503164507e6,353.1500000013421,2.4538569833029423e7,2.2965689182712972e7
7.70622808567626e7,1.574333236047577e6,353.1499999983589,2.4539652550901867e7,2.296531931485429e7
8.187867341031027e7,1.5757042859498449e6,353.1500000008537,2.454065199866664e7,2.2964947712716796e7
8.669506596385793e7,1.5770038643065318e6,353.14999999893166,2.4541578263902333e7,2.29645743995958e7
9.15114585174056e7,1.5782403805133104e6,353.1499999979644,2.4542439772458836e7,2.2964199391945526e7
9.632785107095325e7,1.5794209214247242e6,353.1499999977589,2.4543243626257244e7,2.296382270483252e7
1.0114424362450092e8,1.5805515094163306e6,353.15000000073616,2.454399585977891e7,2.296344435036258e7
1.0596063617804858e8,1.581637299328927e6,353.14999999944115,2.4544701639615506e7,2.296306434028658e7
1.1077702873159625e8,1.5826827340667024e6,353.1499999993054,2.4545365419199165e7,2.2962682685132463e7
