"T_s","dp_Pa","T_K","p_inj_Pa","p_out_Pa"
0.0,1.187169051733645e7,353.15,2.880378293061758e7,1.6932092413281128e7
2.4081962767738313e6,1.187169051733645e7,353.1499999999405,2.880378293061758e7,1.6932092413281128e7
4.816392553547663e6,1.2180049024478216e7,353.14999999999213,2.9109830236364983e7,1.6929781211886767e7
7.2245888303214945e6,1.2292700654381942e7,353.1499999999918,2.921998230726157e7,1.692728165287963e7
9.632785107095325e6,1.2350421026885811e7,353.1500000000334,2.9275105358446497e7,1.6924684331560686e7
1.2040981383869156e7,1.239008716020047e7,353.1500000001226,2.9312090842186525e7,1.6922003681986056e7
1.4449177660642989e7,1.2421695386968713e7,353.14999999996706,2.9340959142728265e7,1.6919263755759552e7
1.685737393741682e7,1.2448490690444551e7,353.14999999986816,2.9364971328524053e7,1.69164806380795e7
1.926557021419065e7,1.2471863654478218e7,353.14999999984076,2.9385528117546372e7,1.6913664463068154e7
2.1673766490964483e7,1.2492587826031603e7,353.14999999995496,2.9403410127116702e7,1.69108223010851e7
2.4081962767738312e7,1.2511195039881527e7,353.1500000002678,2.941915361470505e7,1.690795857482352e7
2.6490159044512145e7,1.252807501647788e7,353.1500000001679,2.943315108762368e7,1.69050760711458e7
2.8898355321285978e7,1.254352502632999e7,353.15000000017346,2.944570159598549e7,1.69021765696555e7
3.130655159805981e7,1.2557776831808373e7,353.150000000119,2.9457038037968747e7,1.6899261206160374e7
3.371474787483364e7,1.2571013851798356e7,353.15000000012117,2.9467344553303972e7,1.6896330701505616e7
3.612294415160747e7,1.2583382731973935e7,353.15000000001527,2.9476768308265917e7,1.6893385576291982e7
3.85311404283813e7,1.259500182294174e7,353.14999999997855,2.9485428098257508e7,1.689042627531577e7
4.0939336705155134e7,1.2605968526161801e7,353.1500000000741,2.9493421627746955e7,1.6887453101585153e7
4.334753298192897e7,1.2616363434053563e7,353.15000000010093,2.950082966845091e7,1.6884466234397348e7
4.57557292587028e7,1.262625387195488e7,353.1500000002062,2.950771968199829e7,1.688146581004341e7
4.8163925535476625e7,1.2635696576716281e7,353.1500000001154,2.951414851708831e7,1.6878451940372027e7
5.057212181225046e7,1.2644739749377497e7,353.15000000013094,2.9520164472691312e7,1.6875424723313816e7
5.298031808902429e7,1.2653424643142894e7,353.15000000022627,2.952580889276895e7,1.6872384249626055e7
5.538851436579812e7,1.2661786805940151e7,353.1499999999405,2.953111741123439e7,1.686933060529424e7
5.7796710642571956e7,1.2669857060994029e7,353.15000000001976,2.9536120935031053e7,1.6866263874037024e7
6.020490691934579e7,1.2677662252228875e7,353.14999999995825,2.95408464043173e7,1.6863184152088426e7
6.261310319611962e7,1.2685225917097181e7,353.14999999982064,2.954531744094654e7,1.686009152384936e7
6.5021299472893454e7,1.2692568801294893e7,353.149999999895,2.9549554869577825e7,1.6856986068282932e7
6.742949574966729e7,1.269970926376041e7,353.14999999977715,2.9553577126447063e7,1.6853867862686653e7
