"T_s","dp_Pa","T_K","p_inj_Pa","p_out_Pa"
0.0,2.4710476770648915e7,353.15,3.388111051918084e7,9.170633748531926e6
1.267471724617806e6,2.4710476770648915e7,353.1500000000403,3.388111051918084e7,9.170633748531926e6
2.534943449235612e6,2.5333297555415645e7,353.1499999999238,3.44989922805788e7,9.165694725163156e6
3.802415173853418e6,2.5559549489059143e7,353.14999999995644,3.471986734532555e7,9.160317856266411e6
5.069886898471224e6,2.567574021874436e7,353.149999999977,3.483051532273e7,9.15477510398564e6
6.337358623089029e6,2.575567951066447e7,353.1500000000226,3.4904774518135145e7,9.149095007470677e6
7.604830347706836e6,2.5819353524509795e7,353.14999999996803,3.496266785107805e7,9.143314326568251e6
8.872302072324641e6,2.5873306343302675e7,353.15000000000873,3.501076246183657e7,9.137456118533893e6
1.0139773796942448e7,2.592036411166488e7,353.1500000000874,3.505189885076943e7,9.13153473910455e6
1.1407245521560254e7,2.5962117704990692e7,353.1499999999646,3.5087677648025796e7,9.125559943035105e6
1.2674717246178059e7,2.599963138010651e7,353.1500000000198,3.511916993873751e7,9.119538558631003e6
1.3942188970795866e7,2.603368274231188e7,353.1500000000324,3.514715805624896e7,9.113475313937083e6
1.5209660695413671e7,2.606486486267121e7,353.1500000000145,3.517223830293184e7,9.107373440260628e6
1.6477132420031477e7,2.6093640824463256e7,353.1499999999947,3.519487597273488e7,9.10123514827163e6
1.7744604144649282e7,2.612037712878283e7,353.1499999999768,3.5215439149607226e7,9.095062020824393e6
1.901207586926709e7,2.6145367784811363e7,353.15000000001413,3.523422318032322e7,9.08885539551186e6
2.0279547593884896e7,2.6168851777364075e7,353.1500000000665,3.525146815504529e7,9.08261637768122e6
2.15470193185027e7,2.619102563650778e7,353.1499999999867,3.5267371414294444e7,9.076345777786667e6
2.2814491043120507e7,2.6212052039106406e7,353.15000000000157,3.5282096213729754e7,9.07004417462335e6
2.4081962767738312e7,2.6232066893883046e7,353.1499999999799,3.52957789407789e7,9.063712046895858e6
2.5349434492356118e7,2.6251184721334085e7,353.1499999999923,3.5308534523164466e7,9.057349801830383e6
2.6616906216973927e7,2.6269502787211597e7,353.14999999996644,3.532046058019774e7,9.050957792986138e6
2.7884377941591732e7,2.6287104306986924e7,353.1500000000248,3.533164064182394e7,9.044536334837016e6
2.9151849666209538e7,2.630406095733258e7,353.1500000000505,3.534214666696236e7,9.03808570962978e6
3.0419321390827343e7,2.6320434820179366e7,353.15000000002726,3.535204101010532e7,9.031606189925956e6
3.168679311544515e7,2.633627993842928e7,353.15000000004994,3.536137798024489e7,9.025098041815607e6
3.2954264840062954e7,2.6351643719107367e7,353.15000000000737,3.537020520476808e7,9.01856148566071e6
3.422173656468076e7,2.6366567900966622e7,353.1500000000087,3.53785646303355e7,9.011996729368879e6
3.5489208289298564e7,2.6381089401043255e7,353.14999999993995,3.538649336699713e7,9.005403965953875e6
3.675668001391637e7,2.639524101308009e7,353.15000000001646,3.539402438601231e7,8.99878337293222e6
4.043234801530801e7,2.6433302428412948e7,353.14999999998304,3.541266120005068e7,8.979358771637734e6
5.0500482106076404e7,2.652387637537779e7,353.14999999996604,3.544962736503947e7,8.925750989661679e6
6.056861619684481e7,2.660772243713728e7,353.14999999952727,3.5478381769275375e7,8.870659332138095e6
7.06367502876132e7,2.6686933308843344e7,353.1499999961767,3.5500658453307986e7,8.813725144464644e6
8.07048843783816e7,2.6762957412079114e7,353.1499999764969,3.551800418186863e7,8.755046769789513e6
9.077301846914999e7,2.6836833598586403e7,353.1499998855375,3.553152113308647e7,8.69468753450007e6
