"T_s","dp_Pa","T_K","p_inj_Pa","p_out_Pa"
0.0,246217.8415303342,353.15,2.3950675268255506e7,2.370445742672517e7
3.802415173853418e6,246217.8415303342,353.1499999984577,2.3950675268255506e7,2.370445742672517e7
7.604830347706836e6,253239.74413814768,353.15000000002607,2.3957657267842446e7,2.3704417523704298e7
1.1407245521560254e7,256047.7864171639,353.1500000063337,2.396041890220512e7,2.3704371115787957e7
1.5209660695413671e7,257549.92241650075,353.1500000011001,2.3961870236533843e7,2.3704320314117342e7
1.901207586926709e7,258570.89623796567,353.1500000048877,2.3962837844871502e7,2.3704266948633537e7
2.2814491043120507e7,259364.74110587686,353.15000000334845,2.3963576929269794e7,2.3704212188163918e7
2.6616906216973927e7,260024.88272927701,353.1500000000668,2.3964181472175058e7,2.370415658944578e7
3.0419321390827343e7,260593.83605160192,353.15000000456234,2.396469425021473e7,2.3704100414163128e7
3.422173656468076e7,261095.0518969111,353.1500000001976,2.396513884994139e7,2.370404379804448e7
3.802415173853418e7,261543.41677900776,353.14999999486,2.396553023798415e7,2.3703986821205143e7
4.18265669123876e7,261949.27183306962,353.1499999960885,2.3965878807274126e7,2.3703929535441056e7
4.5628982086241014e7,262320.2096745111,353.14999999045097,2.396619218522406e7,2.370387197554955e7
4.943139726009443e7,262662.00386894494,353.14999999463805,2.3966476168707818e7,2.3703814164838873e7
5.3233812433947854e7,262979.1515210718,353.1499999941682,2.396673527004641e7,2.3703756118525337e7
5.703622760780127e7,263275.2196866721,353.1499999961721,2.3966973065597296e7,2.3703697845910624e7
6.0838642781654686e7,263553.07978447527,353.1499999985896,2.3967192432660192e7,2.3703639352875717e7
6.46410579555081e7,263815.07111248374,353.15000000337915,2.3967395713717464e7,2.370358064260498e7
6.844347312936153e7,264063.1123338416,353.1500000055766,2.3967584831309717e7,2.3703521718975876e7
7.224588830321494e7,264298.81080628186,353.14999999883366,2.3967761394818768e7,2.3703462584012486e7
7.604830347706836e7,264523.51915861666,353.15000000138326,2.3967926757447425e7,2.370340323828881e7
7.985071865092178e7,264738.385921333,353.14999999359173,2.3968082067873668e7,2.3703343681952335e7
8.36531338247752e7,264944.394438874,353.1500000036349,2.3968228309386477e7,2.3703283914947603e7
8.745554899862862e7,265142.39281519875,353.14999999797146,2.396836633000959e7,2.3703223937194392e7
9.125796417248203e7,265333.1175991744,353.1500000009433,2.3968496866289105e7,2.370316374868993e7
9.506037934633544e7,265517.2125234306,353.150000003545,2.3968620561770443e7,2.3703103349247012e7
9.886279452018885e7,265695.24320719764,353.1500000028366,2.3968737982299607e7,2.370304273909241e7
1.026652096940423e8,265867.7095287964,353.15000000550083,2.3968849627788614e7,2.3702981918259818e7
1.0646762486789571e8,266035.05517849326,353.1500000055519,2.396895594217754e7,2.370292088699905e7
1.1027004004174912e8,266197.67549902946,353.1500000066322,2.396905732133976e7,2.370285964584073e7
1.2129704404592404e8,266631.0627072863,353.1499999999425,2.3969310972755525e7,2.370267991004824e7
1.5150144631822923e8,267639.7366622798,353.14999879832595,2.3969827406932097e7,2.3702187670269817e7
1.8170584859053442e8,268555.37160502747,353.1499862677717,2.3970240362257127e7,2.37016849906521e7
2.1191025086283964e8,269404.01434590295,353.1499170253852,2.3970570947366428e7,2.3701166933020525e7
2.4211465313514483e8,270204.1145299636,353.14964639108297,2.39708383654304e7,2.3700634250900436e7
2.7231905540745e8,270969.34316669777,353.1488096688748,2.397105635720209e7,2.3700087014035393e7
3.025234576797552e8,271710.33202468604,353.14663708503247,2.3971235021008134e7,2.3699524688983448e7
3.327278599520604e8,272435.9164164923,353.141718235482,2.3971381989234198e7,2.3698946072817706e7
