"T_s","dp_Pa","T_K","p_inj_Pa","p_out_Pa"
0.0,6.156083267667003e6,353.15,2.6771693524511658e7,2.0615610256844655e7
760483.0347706835,6.156083267667003e6,353.1499999999625,2.6771693524511658e7,2.0615610256844655e7
1.520966069541367e6,6.3316765067177415e6,353.1499999999246,2.694629067749876e7,2.061461417078102e7
2.2814491043120506e6,6.401761704384949e6,353.1499999997587,2.701521464626752e7,2.061345294188257e7
3.041932139082734e6,6.439223876784563e6,353.14999999999543,2.7051405262155503e7,2.061218138537094e7
3.8024151738534174e6,6.464695100394841e6,353.1499999996899,2.7075540983071078e7,2.0610845882676236e7
4.562898208624101e6,6.484511772929225e6,353.15000000006944,2.70939874176184e7,2.0609475644689176e7
5.323381243394784e6,6.500998463374324e6,353.1500000001386,2.7109083058076657e7,2.0608084594702333e7
6.083864278165468e6,6.515211816116214e6,353.15000000000197,2.7121891060173348e7,2.0606679244057134e7
6.844347312936151e6,6.527734923360523e6,353.15000000007416,2.7132997879865076e7,2.0605262956504554e7
7.604830347706835e6,6.538938418400377e6,353.1500000000201,2.714277613097742e7,2.060383771257704e7
8.365313382477518e6,6.549080125086218e6,353.1499999997807,2.7151484921785034e7,2.0602404796698816e7
9.125796417248202e6,6.558349542789537e6,353.15000000001487,2.715931461561619e7,2.0600965072826654e7
9.886279452018885e6,6.566890866832081e6,353.1500000000541,2.7166409984905813e7,2.059951911807373e7
1.0646762486789567e7,6.574816451790202e6,353.1500000000682,2.7172883758191623e7,2.059806730640142e7
1.1407245521560252e7,6.582215423666272e6,353.15000000021985,2.717882529384745e7,2.0596609870181177e7
1.2167728556330936e7,6.589159530529447e6,353.15000000007745,2.7184306476399586e7,2.059514694587014e7
1.292821159110162e7,6.595707220994148e6,353.15000000012833,2.718938583734841e7,2.059367861635426e7
1.3688694625872303e7,6.601906420848742e6,353.1500000001018,2.719411138965257e7,2.0592204968803827e7
1.4449177660642985e7,6.607797280126609e6,353.1500000000244,2.71985233340793e7,2.059072605395269e7
1.520966069541367e7,6.613413584416702e6,353.15000000022997,2.7202655466952585e7,2.0589241882535882e7
1.5970143730184354e7,6.618784021947734e6,353.1500000000533,2.7206536477977157e7,2.0587752456029423e7
1.6730626764955036e7,6.62393315306041e6,353.1499999997772,2.7210190923783474e7,2.0586257770723063e7
1.749110979972572e7,6.628882161952496e6,353.1499999998322,2.721363998395802e7,2.0584757822005525e7
1.8251592834496405e7,6.633649446389273e6,353.1499999999376,2.7216902051961884e7,2.058325260557261e7
1.9012075869267084e7,6.638251084311698e6,353.15000000005506,2.7219993203475792e7,2.0581742119164094e7
1.977255890403777e7,6.642701207064386e6,353.15000000007495,2.7222927569981836e7,2.058022636291745e7
2.0533041938808452e7,6.647012300252922e6,353.1499999998773,2.722571763950468e7,2.0578705339251757e7
2.1293524973579135e7,6.651195448387511e6,353.14999999973384,2.7228374501575958e7,2.0577179053188447e7
2.205400800834982e7,6.655260529993888e6,353.14999999986526,2.723090804438e7,2.0575647514386114e7
2.4259408809184805e7,6.666093289009295e6,353.14999999964505,2.7237245591165185e7,2.057115230215589e7
3.0300289263645843e7,6.691303120116647e6,353.14999885098234,2.725014562647739e7,2.0558842506360743e7
3.634116971810688e7,6.714191009853791e6,353.14998690004876,2.7260463291970294e7,2.0546272282116503e7
4.238205017256792e7,6.735406292556569e6,353.1499205013201,2.7268723579345785e7,2.0533317286789216e7
4.842293062702896e7,6.755409114878006e6,353.1496598223281,2.7275405799866788e7,2.051999668498878e7
5.4463811081489995e7,6.774540458586849e6,353.14885081925627,2.7280853011560705e7,2.0506312552973855e7
6.050469153595103e7,6.793065363962349e6,353.14674277180785,2.7285317364728943e7,2.0492252000766594e7
6.6545571990412064e7,6.811203859254945e6,353.1419546115481,2.728898941866085e7,2.0477785559405904e7
7.258645244487311e7,6.8291533276042305e6,353.1322299325745,2.7292017540117245e7,2.0462864212513015e7
7.862733289933415e7,6.847104643881399e6,353.11424127133427,2.729452145632715e7,2.0447416812445752e7
8.466821335379517e7,6.865251070769016e6,353.08350866084294,2.7296600671692602e7,2.0431349600923587e7
9.070909380825624e7,6.88379193937153e6,353.034480843629,2.729834018598075e7,2.041454824660922e7
9.674997426271726e7,6.902931376873966e6,352.96079343048785,2.7299813919933457e7,2.039688254305949e7
1.027908547171783e8,6.922873553017598e6,352.85567725458776,2.7301086657986e7,2.0378213104968403e7
1.0883173517163934e8,6.943815970161729e6,352.7124553341908,2.7302214928574402e7,2.0358398958412673e7
1.1487261562610038e8,6.965942466470785e6,352.5250486442877,2.7303247381055646e7,2.033730491458486e7
1.209134960805614e8,6.989416898238886e6,352.2884132459117,2.7304224782936372e7,2.0314807884697486e7
1.2695437653502244e8,7.014378778942313e6,351.998851423183,2.7305180322168317e7,2.0290801543226004e7
1.3299525698948349e8,7.04094022976293e6,351.6541692657932,2.730613974794789e7,2.026519951818496e7
1.390361374439445e8,7.069185211874526e6,351.2536838889605,2.730712209132497e7,2.0237936879450444e7
1.4507701789840555e8,7.099169542395078e6,350.7981075995351,2.7308140428541027e7,2.020897088614595e7
1.511178983528666e8,7.13092195551613e6,350.2893491726851,2.730920255375887e7,2.017828059824274e7
1.5715877880732766e8,7.1644457050992735e6,349.73027605924756,2.7310312412669826e7,2.0145866707570553e7
1.631996592617887e8,7.199719576480679e6,349.12447353842975,2.731147031341216e7,2.011175073693148e7
1.692405397162497e8,7.236699280606303e6,348.4760282716237,2.731267442723067e7,2.0075975146624368e7
1.7528142017071074e8,7.2753178761909045e6,347.78934966995973,2.731392095035923e7,2.0038603074168324e7
1.813223006251718e8,7.315485737596896e6,347.069033361547,2.7315204666182287e7,1.999971892858539e7
1.8736318107963282e8,7.357090581957802e6,346.3197639357887,2.7316519734234516e7,1.9959429152276713e7
1.9340406153409386e8,7.399996959435817e6,345.5462474880488,2.7317859383521155e7,1.9917862424085338e7
1.994449419885549e8,7.444045969474461e6,344.75316661013755,2.7319216584906656e7,1.9875170615432195e7
2.0548582244301593e8,7.489055939823825e6,343.9451470468845,2.732058416551555e7,1.9831528225691725e7
2.11526702897477e8,7.534823639661092e6,343.1267289380438,2.7321954683647208e7,1.9787131043986116e7
2.1756758335193804e8,7.581126607004922e6,342.30233819063,2.7323320889037352e7,1.974219428203243e7
2.2360846380639905e8,7.627727220121756e6,341.4762536635992,2.732467573167565e7,1.9696948511553895e7
2.296493442608601e8,7.674377912096851e6,340.65256946773013,2.732601232847558e7,1.965163441637873e7
2.3569022471532115e8,7.720827341130141e6,339.8351539396811,2.732732430431872e7,1.9606496963188577e7
2.4173110516978216e8,7.766827701017182e6,339.0276060848092,2.7328605838488907e7,1.9561778137471724e7
2.477719856242432e8,7.812142237208072e6,338.23321278160455,2.7329851697362132e7,1.951770946015406e7
2.5381286607870424e8,7.856552444129687e6,337.45490964012845,2.7331057307640564e7,1.9474504863510877e7
2.5985374653316525e8,7.8998641515899e6,336.69524926113183,2.7332218921199046e7,1.9432354769609146e7
2.6589462698762628e8,7.941912495641548e6,335.95637904358125,2.733333360317731e7,1.939142110753576e7
2.719355074420873e8,7.982565157433528e6,335.24002960125654,2.7334399190694015e7,1.9351834033260487e7
2.779763878965484e8,8.021723501756735e6,334.5475179256877,2.733541429513426e7,1.9313690793377526e7
2.840172683510094e8,8.059322016343415e6,333.8797617838893,2.7336378247667335e7,1.927705623132392e7
2.900581488054705e8,8.095326161555391e6,333.23730596823606,2.733729103653018e7,1.924196487497479e7
2.9609902925993156e8,8.129728964037307e6,332.6203582168784,2.7338153265332572e7,1.9208424301295266e7
3.0213990971439254e8,8.162545263150223e6,332.02904921553136,2.7338965899874706e7,1.9176420636724483e7
3.081807901688536e8,8.193772968599245e6,331.46342164259505,2.7339728115189828e7,1.9145955146590583e7
3.142216706233146e8,8.223529393730909e6,330.92181219972565,2.7340445956922084e7,1.9116916563191175e7
3.2026255107777566e8,8.251857616808504e6,330.4037127163054,2.734112020232172e7,1.9089262585513216e7
3.263034315322367e8,8.278818961130004e6,329.9085336885959,2.7341752505479675e7,1.906293354434967e7
3.323443119866978e8,8.304481584270861e6,329.43549085063484,2.7342344830926117e7,1.9037863246655256e7
3.383851924411588e8,8.328916609821096e6,328.9836913948785,2.7342899284788936e7,1.901398267496784e7
3.444260728956198e8,8.352195148697957e6,328.5521970535627,2.7343417995942984e7,1.8991222847245026e7
3.5046695335008085e8,8.374385612670381e6,328.14004510927816,2.7343903063039187e7,1.8969517450368807e7
3.565078338045419e8,8.39555245771243e6,327.74631552167386,2.734435649285085e7,1.894880403513842e7
3.625487142590029e8,8.415759151762884e6,327.37009604427186,2.7344780217870113e7,1.892902106610723e7
3.6858959471346396e8,8.43506774053156e6,327.01049335197246,2.7345176069131322e7,1.8910108328599762e7
3.7463047516792494e8,8.45353327026679e6,326.6666551231256,2.7345545781615183e7,1.8892012511348393e7
3.80671355622386e8,8.471206893718857e6,326.3377677768781,2.734589098671638e7,1.887468409299752e7
3.867122360768471e8,8.488136040055253e6,326.0230571425892,2.7346213215975367e7,1.8858077175920114e7
3.927531165313082e8,8.504364630639616e6,325.7217884109282,2.734651390443883e7,1.8842149273799215e7
3.987939969857692e8,8.519933318049919e6,325.4332653833819,2.7346794396292627e7,1.8826861078242708e7
4.048348774402302e8,8.534879736297797e6,325.15682923375095,2.734705595004759e7,1.8812176213749792e7
4.108757578946912e8,8.549238430955753e6,324.8918686295318,2.7347299727865573e7,1.879806129690982e7
4.1691663834915227e8,8.563037694611222e6,324.6378538644149,2.7347526653408945e7,1.8784488958797723e7
4.229575188036133e8,8.576309843126014e6,324.39421697767347,2.7347737864628565e7,1.877142802150255e7
4.2899839925807434e8,8.589084587521933e6,324.1603868653458,2.7347934403186716e7,1.8758849815664783e7
4.350392797125354e8,8.601389362831611e6,323.93582576013563,2.73481172368638e7,1.874672787403219e7
