q_m3_s,k_m2,L_m,t_life_s,R_th,R_pr,R_ze,c_CO2,COP,c_CO2_heat,heat_per_m3
0.041666666666666664,2.0e-14,900.0,6.761098300530821e8,-3.5899752510978367,-16.617382724816462,-21.434662974140988,1.0705067220721172,0.43916786793415663,0.12523684908624966,155527.95736173028
0.041666666666666664,2.0e-14,1000.0,7.519670943136864e8,-3.8140495025970793,-17.494892374741486,-22.553487777795393,1.1241323117897573,0.41796295542943634,0.13159060937228326,155773.01458739545
0.041666666666666664,5.0e-14,500.0,3.525445048291284e8,-0.5775617759047963,-4.829901885643134,-6.405624904194996,0.35016067078930263,1.3466877624095681,0.04084094437866649,154389.01848410058
0.041666666666666664,5.0e-14,650.0,4.763985353108032e8,-0.7068972121826399,-5.346161604264415,-7.06385604543713,0.3817098758161587,1.2334142968615978,0.0445916673253639,154993.6915290696
0.041666666666666664,5.0e-14,800.0,5.921980585198631e8,-0.8355403702345752,-5.854833799040712,-7.712413093776907,0.41279539883026567,1.138723650046626,0.048299690620940354,155633.87139325181
0.041666666666666664,5.0e-14,900.0,6.761098300530821e8,-0.9319868729542321,-6.234615622692991,-8.196634918933563,0.4360042880534606,1.0782741537718303,0.051007436102969365,155527.95736167076
0.041666666666666664,5.0e-14,1000.0,7.519670943136864e8,-1.0203206847839936,-6.581889180159138,-8.639408704702902,0.45722656100972514,1.0275992328434076,0.053522811463972024,155773.0145874999
0.041666666666666664,1.0e-13,500.0,3.525445048291284e8,0.12167383491887103,-2.0985127808630897,-2.923103795600439,0.18324244771941098,2.5734053222828726,0.021372459100694404,154389.01848381694
0.041666666666666664,1.0e-13,650.0,4.763985353108032e8,0.06221087224367097,-2.3418331494740867,-3.2333372655794603,0.1981120258011942,2.3764656192935023,0.023143612747215297,154993.69152887422
0.041666666666666664,1.0e-13,800.0,5.921980585198631e8,0.0008757544627984366,-2.587583311941609,-3.546668722725552,0.2131300912853205,2.205506882879035,0.024937578035668533,155633.87139331907
0.041666666666666664,1.0e-13,900.0,6.761098300530821e8,-0.045990746908128335,-2.7736932553253326,-3.7839589005397993,0.22450347671432588,2.0940974350268613,0.026264298441917775,155527.9573613052
0.041666666666666664,1.0e-13,1000.0,7.519670943136864e8,-0.08907774551724265,-2.9442214486483285,-4.0013823470266185,0.2349246440840645,1.9999845702081158,0.027500212161275208,155773.01458715557
0.041666666666666664,2.0e-13,500.0,3.525445048291284e8,0.4712916403280054,-0.7328182284833608,-1.181843241316285,0.09978333618509425,4.725810022584244,0.011638216461762042,154389.01848309007
0.041666666666666664,2.0e-13,650.0,4.763985353108032e8,0.44676491445836075,-0.8396689220730543,-1.3180778756431442,0.10631310079335332,4.428489194381584,0.012419585458123824,154993.69152919453
0.041666666666666664,2.0e-13,800.0,5.921980585198631e8,0.4190838168118998,-0.9539580683904678,-1.4637965371978463,0.1132974375127508,4.1489012778882435,0.01325652174302748,155633.8713934484
0.041666666666666664,2.0e-13,900.0,6.761098300530821e8,0.39700731611939155,-1.043232071624208,-1.5776208913208651,0.1187530710437016,3.9589052359600614,0.013892729611311883,155527.95736192865
0.041666666666666664,2.0e-13,1000.0,7.519670943136864e8,0.3765437241170696,-1.1253875828892401,-1.682369168183781,0.12377368562100911,3.796006081363564,0.01448891250991975,155773.0145868154
0.041666666666666664,5.0e-13,500.0,3.525445048291284e8,0.6810623235801503,0.08659850296995397,-0.13708690871330864,0.04970786926294725,9.486568167593108,0.005797670878272344,154389.01848393626
0.041666666666666664,5.0e-13,650.0,4.763985353108032e8,0.6774973397869921,0.06162961436690181,-0.16892224168220016,0.051233745788689326,9.18938115566123,0.005985169084657738,154993.6915292279
0.041666666666666664,5.0e-13,800.0,5.921980585198631e8,0.6700086542172095,0.026217077724327124,-0.21407322590148292,0.05339784525018001,8.802974746969827,0.006247887967522817,155633.87139212497
0.041666666666666664,5.0e-13,900.0,6.761098300530821e8,0.6628061539324706,-0.004955361416828537,-0.2538180858064564,0.055302827642139514,8.501050936919729,0.00646978831301165,155527.95736172763
