"T_s","dp_Pa","T_K","p_inj_Pa","p_out_Pa"
0.0,5.705197774274014e6,353.15,2.7325631008748095e7,2.162043323447408e7
2.2344827586206896e6,5.705197774274014e6,353.1500000000677,2.7325631008748095e7,2.162043323447408e7
4.468965517241379e6,5.848898540058907e6,353.14999999985355,2.746833818224436e7,2.1619439642185453e7
6.703448275862069e6,5.907474815860659e6,353.14999999978994,2.752581445576025e7,2.1618339639899593e7
8.937931034482758e6,5.937955636053726e6,353.15000000009695,2.7555117302462824e7,2.1617161666409098e7
1.1172413793103449e7,5.958352075567301e6,353.1500000002154,2.757427407711259e7,2.1615922001545288e7
1.3406896551724138e7,5.974273464009382e6,353.1499999999012,2.758891729699241e7,2.161464383298303e7
1.5641379310344828e7,5.987654030774225e6,353.14999999986674,2.7600996248554386e7,2.161334221778016e7
1.7875862068965517e7,5.99930126517849e6,353.1499999998994,2.7611326691129215e7,2.1612025425950725e7
2.0110344827586208e7,6.009634134989046e6,353.1499999998515,2.762033222616197e7,2.1610698091172926e7
2.2344827586206898e7,6.01892226541416e6,353.15000000007575,2.7628284869194284e7,2.1609362603780124e7
2.4579310344827585e7,6.027357125552136e6,353.15000000039214,2.763537728986997e7,2.1608020164317835e7
2.6813793103448275e7,6.035083144621227e6,353.1500000000152,2.764175451732448e7,2.1606671372703254e7
2.9048275862068966e7,6.042212840920679e6,353.1500000002945,2.764752935489937e7,2.160531651397869e7
3.1282758620689657e7,6.048835448752455e6,353.15000000029033,2.765279118850038e7,2.1603955739747923e7
3.3517241379310343e7,6.055022739722028e6,353.1499999999917,2.765761187281447e7,2.160258913309244e7
3.5751724137931034e7,6.060833258361436e6,353.1499999998038,2.7662049978233475e7,2.160121671987204e7
3.798620689655172e7,6.066315171329614e6,353.1499999997115,2.76661536731669e7,2.1599838501837287e7
4.0220689655172415e7,6.071508484024961e6,353.1499999996001,2.7669962958321188e7,2.1598454474296227e7
4.24551724137931e7,6.076446715768188e6,353.14999999986196,2.767351134866845e7,2.159706463290026e7
4.4689655172413796e7,6.081158181563679e6,353.1499999999633,2.767682715898207e7,2.159566897741839e7
4.692413793103448e7,6.085666982887488e6,353.14999999998497,2.7679934494760036e7,2.159426751187255e7
4.915862068965517e7,6.08999377923508e6,353.1499999999273,2.76828540253633e7,2.159286024612822e7
5.1393103448275864e7,6.094156395796634e6,353.15000000023673,2.7685603590898737e7,2.1591447195102103e7
5.362758620689655e7,6.098170305694908e6,353.15000000009,2.768819868340867e7,2.1590028377713762e7
5.586206896551724e7,6.102049015906811e6,353.15000000019154,2.7690652832380157e7,2.1588603816473346e7
5.809655172413793e7,6.10580437911883e6,353.1500000004183,2.769297791494798e7,2.158717353582915e7
6.033103448275862e7,6.10944684677479e6,353.1500000001486,2.769518440857154e7,2.158573756179675e7
6.256551724137931e7,6.112985677061785e6,353.1500000001398,2.7697281597753014e7,2.158429592069123e7
6.48e7,6.11642910564724e6,353.14999999993466,2.769927774482589e7,2.158284863917865e7
7.128e7,6.125647116537951e6,353.1500000000426,2.770424766601296e7,2.157860054947501e7
