"T_s","dp_Pa","T_K","p_inj_Pa","p_out_Pa"
0.0,287236.2968444638,353.15,2.5126430346457023e7,2.483919404961256e7
4.468965517241379e6,287236.2968444638,353.1499999983969,2.5126430346457023e7,2.483919404961256e7
8.937931034482758e6,294987.2589525096,353.1500000059473,2.513412932886848e7,2.483914206991597e7
1.3406896551724138e7,297850.48565959185,353.1500000045047,2.5136936144049514e7,2.4839085658389922e7
1.7875862068965517e7,299320.98922877386,353.1499999981784,2.5138347240429796e7,2.4839026251201022e7
2.2344827586206898e7,300329.9878568128,353.14999999159875,2.513929438055145e7,2.4838964392694637e7
2.6813793103448275e7,301131.9385577217,353.1499999964853,2.5140032831777435e7,2.4838900893219713e7
3.1282758620689657e7,301809.87759578973,353.14999999319656,2.5140646165855847e7,2.4838836288260058e7
3.5751724137931034e7,302399.9299887605,353.1500000004865,2.5141170821459193e7,2.4838770891470432e7
4.0220689655172415e7,302922.50088141114,353.1500000034572,2.5141627388259504e7,2.4838704887378093e7
4.4689655172413796e7,303391.24840903655,353.14999999984934,2.5142029640884753e7,2.4838638392475717e7
4.915862068965517e7,303816.13266460225,353.15000000206464,2.51423876132015e7,2.4838571480536897e7
5.362758620689655e7,304204.71960822865,353.15000000292014,2.5142708919095427e7,2.48385041994872e7
5.809655172413793e7,304562.89034118876,353.1500000018069,2.514299946961624e7,2.4838436579275053e7
6.256551724137931e7,304895.29230445996,353.15000000366314,2.5143263930308655e7,2.4838368638004195e7
6.703448275862069e7,305205.64434973523,353.1500000012372,2.5143506030904546e7,2.483830038655481e7
7.150344827586207e7,305496.95721700415,353.15000000422924,2.5143728788990747e7,2.4838231831773743e7
7.597241379310344e7,305771.69567143917,353.1499999995171,2.514393467303619e7,2.4838162977364752e7
8.044137931034483e7,306031.8980513029,353.1499999999442,2.5144125723751396e7,2.4838093825700093e7
8.49103448275862e7,306279.2662300728,353.15000000119716,2.5144303644723848e7,2.4838024378493775e7
8.937931034482759e7,306515.23415897787,353.1500000053331,2.514446987097766e7,2.483795463681868e7
9.384827586206897e7,306741.01956089213,353.150000006765,2.514462562140479e7,2.4837884601843897e7
9.831724137931034e7,306957.66474377364,353.15000000079704,2.5144771939208962e7,2.483781427446519e7
1.0278620689655173e8,307166.06784044206,353.149999989052,2.514490972356761e7,2.4837743655727167e7
1.072551724137931e8,307367.0076664351,353.14999999418933,2.5145039754548367e7,2.4837672746881932e7
1.1172413793103448e8,307561.1634541936,353.1499999974461,2.5145162712823547e7,2.4837601549369354e7
1.1619310344827586e8,307749.1310255304,353.14999999447565,2.5145279195670106e7,2.4837530064644575e7
1.2066206896551724e8,307931.43560606614,353.14999999511764,2.5145389729566533e7,2.4837458293960467e7
1.2513103448275863e8,308108.5422811061,353.14999999926675,2.5145494780871812e7,2.4837386238590706e7
1.296e8,308280.86441062763,353.1500000045393,2.514559476472141e7,2.483731390031078e7
1.4256e8,308742.140854042,353.1500000024555,2.5145843715319466e7,2.4837101574465424e7
1.780591304347826e8,309827.3574303463,353.14999999133806,2.5146344601378564e7,2.4836517243948217e7
2.1355826086956522e8,310821.53249253705,353.1499999914559,2.5146739983902343e7,2.4835918451409806e7
2.490573913043478e8,311751.35814803466,353.1499999401107,2.5147051876528747e7,2.4835300518380713e7
2.8455652173913044e8,312635.3817706853,353.14999964698404,2.5147299941456527e7,2.483466455968584e7
3.2005565217391306e8,313486.97009996325,353.14999841334895,2.514749820487926e7,2.48340112347793e7
3.555547826086956e8,314315.9461452812,353.1499940643461,2.5147656928409927e7,2.4833340982264645e7
3.9105391304347825e8,315129.6742169112,353.14998083545055,2.514778380343884e7,2.4832654129221927e7
4.265530434782609e8,315933.7813428603,353.1499451400641,2.514788472425492e7,2.483195094291206e7
