"T_s","dp_Pa","T_K","p_inj_Pa","p_out_Pa"
0.0,4.976202169276651e6,353.15,2.74206592610682e7,2.2444457091791548e7
3.7241379310344825e6,4.976202169276651e6,353.1500000003309,2.74206592610682e7,2.2444457091791548e7
7.448275862068965e6,5.119440062483847e6,353.1500000001354,2.7563127634274103e7,2.2443687571790256e7
1.1172413793103449e7,5.176712121325482e6,353.1500000001516,2.7619498324713036e7,2.2442786203387555e7
1.489655172413793e7,5.207333064752605e6,353.1500000005691,2.764912820817343e7,2.2441795143420827e7
1.8620689655172415e7,5.228135894445613e6,353.15000000018546,2.7668887855823968e7,2.2440751961378355e7
2.2344827586206898e7,5.244304409114409e6,353.15000000006876,2.768398486209553e7,2.243968045298112e7
2.606896551724138e7,5.257744909145817e6,353.15000000024764,2.769633686281174e7,2.2438591953665923e7
2.979310344827586e7,5.269324894874595e6,353.1500000000808,2.770681671343559e7,2.2437491818560995e7
3.3517241379310343e7,5.279522811697673e6,353.1500000003684,2.7715905640004404e7,2.243638282830673e7
3.724137931034483e7,5.288642337588057e6,353.15000000032745,2.7723908958573863e7,2.2435266620985806e7
4.096551724137931e7,5.29689440772922e6,353.1500000001576,2.773103866516823e7,2.243414425743901e7
4.4689655172413796e7,5.30443388947814e6,353.1500000004113,2.773745033904992e7,2.243301644957178e7
4.841379310344828e7,5.3113784938492365e6,353.1500000004007,2.77432621855506e7,2.2431883691701364e7
5.213793103448276e7,5.317819884609602e6,353.15000000030517,2.7748566194931753e7,2.243074631032215e7
5.586206896551724e7,5.323830771725565e6,353.1500000004157,2.7753435283319112e7,2.2429604511593547e7
5.958620689655172e7,5.329469678505041e6,353.15000000014413,2.775792810351465e7,2.242845842500961e7
6.3310344827586204e7,5.33478432187948e6,353.1500000000071,2.776209245025828e7,2.24273081283788e7
6.703448275862069e7,5.339814061372351e6,353.14999999990033,2.7765967726710346e7,2.2426153665337995e7
7.075862068965517e7,5.3445917075364925e6,353.15000000016846,2.776958676538182e7,2.2424995057845328e7
7.448275862068966e7,5.349144877368581e6,353.1499999999073,2.7772977191780347e7,2.2423832314411767e7
7.820689655172414e7,5.353497023708496e6,353.1500000001849,2.7776162459304545e7,2.242266543559605e7
8.193103448275863e7,5.357668225049995e6,353.15000000017267,2.777916264388037e7,2.2421494418830376e7
8.56551724137931e7,5.361675799911428e6,353.1500000002359,2.7781995059205223e7,2.2420319259293795e7
8.937931034482759e7,5.365534787036382e6,353.1499999999195,2.7784674740995668e7,2.2419139953959286e7
9.310344827586207e7,5.369258327365506e6,353.1499999999875,2.7787214828288756e7,2.241795650092325e7
9.682758620689656e7,5.372857968853142e6,353.1500000000684,2.778962686917197e7,2.2416768900318827e7
1.0055172413793103e8,5.376343912221413e6,353.14999999980824,2.7791921066796303e7,2.241557715457489e7
1.0427586206896552e8,5.379725211685132e6,353.15000000023196,2.7794106479494266e7,2.2414381267809134e7
1.08e8,5.383009938899718e6,353.1500000002644,2.7796191184653405e7,2.2413181245753687e7
1.188e8,5.391755604796782e6,353.1500000001094,2.7801413310949862e7,2.240965770615308e7
1.483826086956522e8,5.412065835958447e6,353.1499990753826,2.781207405579085e7,2.24000082198324e7
1.7796521739130434e8,5.430465373794194e6,353.1499893614984,2.7820621388279367e7,2.2390156014485173e7
2.0754782608695653e8,5.447485354811825e6,353.1499348931642,2.782748597946011e7,2.2380000624648284e7
2.371304347826087e8,5.463501281268433e6,353.1497191041108,2.783305884511205e7,2.236955756384362e7
2.6671304347826087e8,5.478789647709619e6,353.1490433806896,2.783761903641614e7,2.235882938870652e7
2.9629565217391306e8,5.4935630775357075e6,353.14726686751646,2.784137041835159e7,2.2347807340815883e7
3.258782608695652e8,5.50799497473057e6,353.1431957940018,2.7844465213927656e7,2.2336470239197087e7
3.554608695652174e8,5.522237208371334e6,353.13485411043376,2.784701933147563e7,2.2324782123104297e7
3.8504347826086956e8,5.536432407383718e6,353.119287321154,2.7849122506950714e7,2.2312690099566996e7
