"T_s","dp_Pa","T_K","p_inj_Pa","p_out_Pa"
0.0,1.4700827305813942e7,353.15,3.1684735032794964e7,1.698390772698102e7
1.2413793103448276e6,1.4700827305813942e7,353.1500000000955,3.1684735032794964e7,1.698390772698102e7
2.482758620689655e6,1.5089898606267285e7,353.15000000000623,3.207173589726373e7,1.6981837290996447e7
3.7241379310344825e6,1.5261939477607232e7,353.14999999998696,3.2241256999723338e7,1.6979317522116106e7
4.96551724137931e6,1.5357211288521994e7,353.1499999999546,3.2333620288081124e7,1.697640899955913e7
6.206896551724138e6,1.5421310346177954e7,353.149999999981,3.239458217407228e7,1.6973271827894326e7
7.448275862068965e6,1.547025366543084e7,353.149999999973,3.244027142691064e7,1.69700177614798e7
8.689655172413792e6,1.5510459172128662e7,353.1499999999969,3.247716412840437e7,1.696670495627571e7
9.93103448275862e6,1.5544906262253933e7,353.14999999995155,3.2508266499135043e7,1.696336023688111e7
1.1172413793103449e7,1.5575190939884689e7,353.14999999991267,3.253518660521972e7,1.6959995665335033e7
1.2413793103448275e7,1.560228050775361e7,353.1499999999336,3.2558897171439987e7,1.6956616663686376e7
1.3655172413793104e7,1.5626819935296651e7,353.1499999999717,3.258004557929853e7,1.695322564400188e7
1.489655172413793e7,1.5649269621397965e7,353.14999999995854,3.2599093228385016e7,1.694982360698705e7
1.6137931034482758e7,1.5669974029829573e7,353.14999999994063,3.2616384891223136e7,1.6946410861393563e7
1.7379310344827585e7,1.5689199435647909e7,353.1499999998943,3.263218680680214e7,1.694298737115423e7
1.8620689655172415e7,1.5707156591027439e7,353.14999999987504,3.2646709526384547e7,1.693955293535711e7
1.986206896551724e7,1.5724014791789845e7,353.14999999994507,3.2660122205988053e7,1.693610741419821e7
2.1103448275862068e7,1.5739912732165396e7,353.14999999994365,3.26725633206466e7,1.6932650588481203e7
2.2344827586206898e7,1.5754965206379306e7,353.1499999999702,3.2684147449614562e7,1.6929182243235257e7
2.3586206896551725e7,1.5769268252683379e7,353.1499999999164,3.2694970441561807e7,1.692570218887843e7
2.482758620689655e7,1.5782902990710746e7,353.1499999999687,3.2705113254401132e7,1.6922210263690386e7
2.606896551724138e7,1.579593852948799e7,353.1499999999651,3.271464486289265e7,1.691870633340466e7
2.7310344827586208e7,1.5808434204164833e7,353.1500000000172,3.2723624493476003e7,1.691519028931117e7
2.8551724137931034e7,1.5820441318024796e7,353.14999999999134,3.273210336400376e7,1.6911662045978963e7
2.979310344827586e7,1.5832004514641501e7,353.14999999998827,3.27401260540947e7,1.6908121539453197e7
3.103448275862069e7,1.5843162870588008e7,353.1500000000434,3.2747731594921224e7,1.6904568724333216e7
3.2275862068965517e7,1.5853950773302078e7,353.1499999999833,3.275495434504571e7,1.6901003571743634e7
3.3517241379310343e7,1.586439863361644e7,353.1499999999246,3.2761824699610446e7,1.6897426065994006e7
3.475862068965517e7,1.5874533467830751e7,353.1499999999381,3.2768369670720275e7,1.6893836202889524e7
3.6e7,1.588437937797255e7,353.1499999999992,3.277461336462539e7,1.689023398665284e7
3.96e7,1.591059502630115e7,353.1499999999132,3.279025156669407e7,1.687965654039292e7
4.946086956521739e7,1.5971481775296781e7,353.1499990207394,3.282217459262243e7,1.6850692817325648e7
5.932173913043478e7,1.6026656725736294e7,353.1499887693889,3.2847779415062636e7,1.6821122689326342e7
6.918260869565217e7,1.6077705907891154e7,353.1499314482592,3.2868347450059183e7,1.679064154216803e7
7.904347826086956e7,1.612575236892762e7,353.14970495873524,3.2885047358056873e7,1.6759294989129253e7
8.890434782608695e7,1.6171625193612337e7,353.14899750261964,3.289871381441963e7,1.6727088620807294e7
9.876521739130434e7,1.6215964168253895e7,353.1471420421456,3.2909956685075477e7,1.6693992516821582e7
1.0862608695652173e8,1.6259294895033346e7,353.14290000828186,3.2919231540584136e7,1.665993664555079e7
1.1848695652173913e8,1.6302082280076737e7,353.1342279434126,3.29268853347724e7,1.6624803054695664e7
1.2834782608695652e8,1.634476788582603e7,353.1180810734718,3.29331866820638e7,1.6588418796237769e7
1.382086956521739e8,1.638779316859309e7,353.09031450096796,3.2938346391280945e7,1.6550553222687855e7
1.480695652173913e8,1.6431610228578884e7,353.0457306179749,3.2942531883300446e7,1.6510921654721562e7
1.579304347826087e8,1.6476681486994548e7,352.97829237664405,3.2945877496064413e7,1.6469196009069866e7
1.677913043478261e8,1.652347106658452e7,352.8814848206478,3.2948492181470826e7,1.6425021114886306e7
1.7765217391304347e8,1.657243136384893e7,352.74877343885254,3.2950465459023178e7,1.6378034095174247e7
1.8751304347826087e8,1.6623988095780961e7,352.57408758994336,3.2951872067498077e7,1.6327883971717115e7
1.9737391304347825e8,1.6678526442464983e7,352.35225534576745,3.2952775498082183e7,1.62742490556172e7
2.0723478260869566e8,1.6736380726990845e7,352.0793312248893,3.295323095815839e7,1.6216850231167544e7
2.1709565217391303e8,1.6797827030000433e7,351.7527842011392,3.29532872319947e7,1.6155460201994268e7
2.2695652173913044e8,1.6863080305830084e7,351.37154182974297,3.295298821618722e7,1.6089907910357136e7
